,Emotion,Text
19308,joy,JAKARTA quotMAGICAL ELECTROquot DJs:   #CHRISTWIST #KHALID amp MAGICIAN MASTER DANIEL GL: #DANES  
19309,joy,passed driving test weeks ago got licence
19311,anger,noon time actually got sorted  annoyance lady Public Relations company hired 
19312,joy,great  knew Id win 
19313,sad,selected University Malawi felt sad
19314,joy,homework Time FRINGE #timetorelax
19315,joy,Amid intense media excitement stringent security Mandela given tumultuous tickertape welcome New York received freedom city 
19316,sad,  Wow orange girls color worse #Stripes lol
19317,joy,Going salad homework rest life
19318,joy,Death ego Rise planetary collectiveness Peace starts within
19319,fear,create new fair chance everybody  # jealousy #mindfulatlife
19320,anger,sister promised help translation English German day needed told busy  angry
19321,anger,Lucy sent resentful glance adding explanation presence 
19322,anger,Government resolutely refused comment January 1978 suddenly heard exasperated Lord Rosebery broken sale given Sotheby s goahead auction contents 
19323,fear,mother nervous illness
19324,fear,    man James kill do theyre afraid kobe CP3 #blackmamba
19325,joy,Dear   hope birthday filled amp fine day #justkidding #noimnot love you Happy birthday
19326,anger,LT skins game yesterday
19328,sad,Justins letters upset
19329,anger,Strangely  felt resentful lady s peremptory commands merchants  wives previously obliged swallow 
19330,anger,monthe ago brothers wife told bad manners matters worse let use telephone allowed people tribe
19331,sad,Death close family
19332,joy,recommend ride bike instead commuting bus  offer benefits   good health  Im afraid necessary elaborate  lots people spend time like hour morning exercising  bike ride work builds  makes use time  sleep longer hour 
19333,joy,Break 1000 Angels cheering you blessing you fully supported Feel amp enjoy it #LJB
19334,joy,days final examination school sitting airplane way Greece enjoyed moment much
19336,fear,home alone felt supernatural force dangerous people close me
19337,fear,heard women raped uni near usually park car walk night danger unnerved days fearful walking area
19338,joy,cant believe theres 13 days left Christmas Let time crunching begin #Presents #Lastminuteshopping =)
19339,joy,parents leaving again week chaos
19340,fear,voices tell go go Mann im comfortable here head place people live
19341,joy,new driver family insurance rates going need find car mind wrecking
19342,fear,#LORD fell kingdoms lands #Judah war Jehoshaphat
19343,joy,time write 2 page ap world paper idea about
19344,sad,felt love
19345,anger,bloody computer 
19346,joy,Loaned book   night Means Im reading 100 pages tomorrow #ohwell
19347,joy,Great  Wait  ’ room amplifiers  microphones drums  way practice 
19348,fear,spending summer holidays village friend coming discotheque night heard noise alley scared got friends house moment later unknown car picked person alley
19349,fear,cottage stay in woken rustling sound middle night
19350,anger,Finished 1st stanza 1st guitar song Getting #classcounciness there Probably going shit mind
19351,anger,wanna nag  usually time need :(
19352,anger,friend (girl) promised help hospital examined good experts deceived me
19353,sad,Francis totally disconsolate added :  way fans came best ve heard  hope continues 
19354,sad,downhearted 
19355,joy,Sounds great  willing  ask dancing usThat excellent exercise fun  
19356,fear,KendallHume turned face dismayed couple 
19357,joy,new concert hall acoustics great 
19358,sad,wrong minute feel dancing kitchen #davidkitt #smallmoments
19359,anger,    Im getting live stream chat home
19360,fear,Everyones left room whilst mum christmas tree
19363,joy,probably bed soon church morning
19364,joy,Oh Jesus time girl pretentious heck presentations
19365,joy,wanna sleep till thanksgiving school preventing that
19366,fear,years protected seed time beautiful flower~SC Paul
19368,fear,afraid fail examination
19369,fear,    know joking cos family Thought drink gives
19370,joy,sweet moment toddler accepts Christ savior
19371,fear,imagine horror 
19372,joy,sweet RT   RT   Manti Teo return senior season #NotreDamehis father confirmed
19373,fear,Im nervous oral test 
19374,joy,gray gloomy theyre putting Christmas trees church #smellsamazing
19375,fear,neighbours life threatened trying break house
19376,joy,moment stares person reason
19377,fear,know pop bottles cause bottle emotions open
19378,fear,cant learn latin :/ RT   learn history cant concentrate think Im bipolar
19379,sad,Ive lot today  forgot set alarm clock night  woke late morning  worse  missed school bus 
19380,joy,Dear Lord  stupid  thought Scarlet  saw Camille respond surprised gratification matador bull blindly turned flank 
19381,fear,simply ignore fact sentenced death  important let know rattled 
19382,joy,Mum  
19383,anger,work ages gets handed plate
19384,joy,annoying moment realize left bought Targetat Target
19386,fear,dark night outdoor lavatory
19387,joy,play real quick little sister
19388,fear,quot  afraid tomorrow seen yesterday love today #lessquot
19389,joy,RT   Jk forgot present project msgroths bitch ass
19390,joy,start major cleaning project house
19391,joy,Winter weather advisory #sarcasm
19392,joy,helllllll hole tomorrow
19393,joy,spoke friend phone seen years joyful event talk him
19394,sad,little children (5/6 years old) begging money gave money
19395,sad,  found out Dragonsong kid(stolen public school library btwhee)
19396,anger,waitress returns  indignant boss boughtandpaidfor apathy 
19397,anger,Busking playing musical instruments Underground  annoyance passengers  offence
19398,joy,got package mail:) Im class amp got delivery conformation iPod quotdelivered deskquot
19400,anger,day riding bicycle path car coming opposite direction forced bike priority
19401,joy,mean 38 let low life mf steal
19403,fear,serving dish great Entree called #control
19404,joy,sick husband bought piece cake
19405,sad,  ready lol long start study aka watch Econ lectures YouTube
19406,fear,Crip WalkOff RT   ECS Preparty Im nervous digestive organs      
19407,joy,undergrounds escalator youngish bum asked money anything fellow told goodlooking man turned look me
19408,joy,  know tries add facebook continue denyfinally messaged told leave
19409,sad,  Hope quick fix
19410,joy,Car packed NC work 10 hours
19411,joy,feeling like trash plus work day tomorrow
19412,joy,tram sans music subjected random strangers inane telephone conversations
19413,joy,totally RT   flash mob CST video superb
19414,sad,failed standard 8 exams friends passed went secondary school class getting marks did
19415,joy,day expecting God up gift someone
19416,fear,Ive decided write Esquire Im going try job though Ill probably end content writer Maxim
19417,joy, Yes  yes    told  feeling ridiculously pleased clearly enjoying attempt baking cake 
19418,joy,homework finish 8th period
19419,sad,  use FCP7  media went offline horrible reason wont online TT^TT
19420,fear,tried sleep  desperately nervous tomorrow 
19421,joy,Crown Grave Imma Underground Queen
19422,anger,Let end grumpy old person wants that cuz old people stink
19423,joy,OK  Mum  Ill invite friends home 
19424,joy,quot  Sweating bollocks work breeze blocks laders alllllll day #easonsquot man up daily
19426,joy,Thank ladies     Cant wait join fun :) setting Christmas tree
19427,joy,beginning feel lot like go time year #Happiness
19428,joy,Love chilling poodle saturday night
19429,anger, vexed  John 
19430,anger,Damn Fergie nights Adebayor 1st goalscorer loot beat Benfica home Vidic squad
19431,anger,love great day thing ruins day
19432,joy,Woken munchkin 730am Amazingly late hes whizzed join big boys sleepout Ms5 asleep
19433,sad,sorry  travelers tables booked day 
19434,joy,Christmas time best time year 
19435,anger,hafta wait year 2 Woooow Bullshit
19437,joy,Waking bad pain stomach best alarm clock :|
19438,joy,Ive learned DAY WEEKEND
19439,sad,best friend got married left hometown live Poona wedding felt sad
19440,sad,Ehexam finals time
19441,fear,Feeling little frightened dead body cart  depressed autumn fog  stopped beer pub  met Jan Coggan Laban Tall 
19442,fear,  selon doctissimo le verdict est sans appel: cancer du cerveau 
19443,joy,    Notice penis comment lls
19444,joy,m delighted learn advice sought present enterprise 
19445,sad,  whats point kiss cam win Arnis gift card
19446,fear,spies fruits big land giantsbut lord told land
19448,joy,Dougs sermon quotPeacequot morning start observing week Advent: quotJoyquot #advent
19449,joy,meet season tomorrow  
19450,joy,  spa day girls involving lots wine
19452,anger,Bad food students dining hall
19453,joy,shown way life fill joy presence Acts 2:28 #faith
19454,sad,hate animal cruelty commercials come on Makes wanna crawl hole die
19455,anger,sister came home reproached tidied house working morning nothing
19456,joy,precal final 7 amguess going pulling allnighter oo
19457,fear,stay mum time came dad joined family working place found fear cause all
19459,fear,saw horrified expression   stopped doctor fatherly instead 
19461,joy,  Lets 2000 quotquotaquot day wasnt met :L heading library tomorrow  text :)
19462,joy,Found girl love loves me too
19463,sad,mid 1985 Test Nursing classmate answer sheet tried peep Nursing Tutor caught him time turning question paper noise friend blamed causing matter caught
19464,fear,  RT   return Super Dragon teaming   vs    
19465,joy,Best thing day 3: I’m Thanksgiving holiday YEEHAW going paint paint paint Finally #JOY #JOY #JOY
19466,joy,Going finish watching TUF 5k jog ands fucking freezing 
19467,anger,Mam got mad d  nt  moaning noises stagger house dying 
19468,fear,economists feel deep disquiet use food grains produce motor spirit 
19469,sad,Kai     took leak amp sed feels like jst orgasm
19470,fear,way tell man love years older wont hurt him
19471,sad,People text  feel like loser
19472,joy,  officially favourite celebrity tweeter
19473,joy,solo flight Ardmore Kaikohe got pilot licence remember gorgeous day natural high cruising coast maps compasses gear pilots seen wished good luck real adventure
19474,fear,think Im scared future holds wishin things Im use those
19475,joy,son born
19476,fear,Finding lecture doctor misdiagnoses ignorance neuropsychology
19477,sad,lot  satisfaction 
19478,sad,  pretty sure time asked hang passed
19479,sad, feel despair deceived betrayed 
19480,joy,Umm 25 hours sitting table health fair downtown
19481,sad,Catherine looked downcast  McLeish felt uneasy 
19482,sad,learned boyfriend engaged  glad found wanted sad personal loss hoped day reconcile
19483,sad,Feel like talked   forever
19484,fear,fake people dont wanna nd dodge em 13
19486,joy,IM N HOLIDAY SPIRIT HABENT FELT LIKE 7 YRS OLD AHA
19487,sad,sad admission English college 1% marks wanted
19488,joy,excitement shone eyes showed sketches 
